CO2,horse,type
345,265,Truck
237,265,Truck
342,265,Truck
230,265,Truck
339,265,Truck
228,265,Truck
259,230,Truck
228,230,Truck
263,230,Truck
230,230,Truck
262,230,Truck
227,230,Truck
259,230,Truck
226,230,Truck
256,230,Truck
223,230,Truck
255,230,Truck
221,230,Truck
444,325,Truck
295,325,Truck
441,325,Truck
292,325,Truck
420,325,Truck
269,325,Truck
518,400,Truck
325,400,Truck
515.7618753,400,Truck
331.1656795,400,Truck
515,400,Truck
317,400,Truck
513,400,Truck
315,400,Truck
548,400,Truck
346,400,Truck
577,317,Truck
573,317,Truck
345,317,Truck
590,317,Truck
368,317,Truck
590,317,Truck
368,317,Truck
393,332,Car
244,332,Car
402,332,Car
252,332,Car
408,332,Car
260,332,Car
411,332,Car
262,332,Car
392,332,Car
258,332,Car
393,332,Car
260,332,Car
386,332,Car
254,332,Car
307,270,Car
199,270,Car
305,270,Car
197,270,Car
305,270,Car
197,270,Car
580,317,Truck
582,317,Truck
346,317,Truck
338,317,Truck
559,317,Truck
590,317,Truck
371,317,Truck
584,317,Truck
366,317,Truck
349,317,Truck
554,317,Truck
438,261,Truck
271,261,Truck
453,261,Truck
287,261,Truck
416,152,Truck
289,152,Truck
366,152,Truck
279,152,Truck
408,152,Truck
279,152,Truck
268,152,Truck
352,152,Truck
490,261,Truck
318,261,Truck
483,261,Truck
312,261,Truck
471,261,Truck
306,261,Truck
465,261,Truck
306,261,Truck
449,261,Truck
301,261,Truck
456,261,Truck
306,261,Truck
488,261,Truck
337,261,Truck
486,261,Truck
313,261,Truck
494,261,Truck
334,261,Truck
440,261,Truck
295,261,Truck
454,261,Truck
317,261,Truck
432,261,Truck
284,261,Truck
460,261,Truck
294,261,Truck
477,261,Truck
314,261,Truck
472.0171666,261,Truck
296.8075626,261,Truck
449,261,Truck
287,261,Truck
427,530,Car
293,530,Car
402,530,Car
433,530,Car
290,530,Car
396,530,Car
494,530,Car
482,530,Car
442,530,Car
424,530,Car
299,530,Car
479,530,Car
294,530,Car
417,530,Car
436,530,Car
292,530,Car
202,188,Car
260,188,Car
201,188,Car
259,188,Car
201,215,Car
260,215,Car
249.6500897,188,Car
196.6164408,188,Car
192,188,Car
242,188,Car
277,188,Car
219,188,Car
245,188,Car
185,188,Car
249,188,Car
185,188,Car
336,260,Car
222,260,Car
328,260,Car
212,260,Car
215,260,Car
332,260,Car
216.3253593,260,Car
332.9544705,260,Car
358,131,Truck
286,131,Truck
217,131,Truck
341,135,Car
220,135,Car
363,135,Car
400,135,Car
295,135,Car
243,260,Truck
362,260,Truck
352,260,Truck
236,260,Truck
345,260,Truck
228,260,Truck
337,260,Truck
222,260,Truck
255,230,Truck
223,230,Truck
272,230,Truck
223,230,Truck
266,230,Truck
232,230,Truck
266,230,Truck
230,230,Truck
365,260,Truck
240,260,Truck
356,260,Truck
231,260,Truck
279,170,Truck
197,170,Truck
277,170,Truck
201,170,Truck
279,170,Truck
200,170,Truck
272,170,Truck
196,170,Truck
269,170,Truck
192,170,Truck
246,170,Truck
332,170,Truck
315,170,Truck
234,170,Truck
225,170,Truck
306,170,Truck
222,130,Car
159,130,Car
221,130,Car
157,130,Car
167.9074396,130,Car
242.2364733,130,Car
229,130,Car
161,130,Car
234,124,Car
163,124,Car
229,124,Car
159,124,Car
608,317,Truck
394,317,Truck
605,317,Truck
389,317,Truck
582,317,Truck
390,317,Truck
247,109,Car
171,109,Car
215,109,Car
158,109,Car
216,109,Car
159,109,Car
214,109,Car
157,109,Car
264,109,Car
173,109,Car
243,109,Car
171,109,Car
214,109,Car
155,109,Car
155,109,Car
155,109,Car
570,317,Truck
357,317,Truck
553,317,Truck
342,317,Truck
596,317,Truck
380,317,Truck
592,317,Truck
378,317,Truck
572,317,Truck
369,317,Truck
572,317,Truck
370,317,Truck
549,317,Truck
352,317,Truck
561,317,Truck
361,317,Truck
592,317,Truck
375,317,Truck
598,317,Truck
371,317,Truck
567,317,Truck
354,317,Truck
570,317,Truck
365,317,Truck
572,317,Truck
367,317,Truck
546,317,Truck
349,317,Truck
539,317,Truck
340,317,Truck
597,317,Truck
392,317,Truck
601,317,Truck
396,317,Truck
580,317,Truck
376,317,Truck
559,317,Truck
356,317,Truck
233.146011,350,Car
375.8877374,350,Car
349.27,350,Car
224.8,350,Car
371.89,350,Car
232.67,350,Car
368.27,350,Car
237.22,350,Car
352.37,350,Car
229.01,350,Car
344.61,350,Car
230.8,350,Car
379.4,350,Car
241.74,350,Car
373.5,350,Car
244.48,350,Car
358.62,350,Car
236.05,350,Car
353.23,350,Car
237.92,350,Car
383.59,400,Car
240.54,400,Car
367.11,400,Car
241.65,400,Car
388.17,400,Car
246.47,400,Car
382.2073781,400,Car
243.8404598,400,Car
386.18,430,Car
249.39,430,Car
374.84,430,Car
247.71,430,Car
398.05,430,Car
251.16,430,Car
386.11,430,Car
246.65,430,Car
254.32,430,Car
396.87,430,Car
391.83,430,Car
253.61,430,Car
412.3,430,Car
254.75,430,Car
395.4,430,Car
251.76,430,Car
372.03,350,Car
233.98,350,Car
367.31,350,Car
235.27,350,Car
348.02,350,Car
224.53,350,Car
336.13,350,Car
225.75,350,Car
378.45,400,Car
233.34,400,Car
367.14,400,Car
236.37,400,Car
361.03,400,Car
234.26,400,Car
379.07,400,Car
238.89,400,Car
371.61,400,Car
240.71,400,Car
372.22,400,Car
234.24,400,Car
392.47,430,Car
244.65,430,Car
369.69,430,Car
244.45,430,Car
396.27,430,Car
244.2,430,Car
382.65,430,Car
243.36,430,Car
488.42,475,Car
313.54,475,Car
386.36,350,Car
243.89,350,Car
368.85,350,Car
240.85,350,Car
395.98,400,Car
250.44,400,Car
379.63,400,Car
247.74,400,Car
429.45,560,Car
261.95,560,Car
398.74,560,Car
259.56,560,Car
309.158,887,Car
257.77,887,Car
319,265,Car
198.07,265,Car
343.45,265,Car
214.17,265,Car
359.2,315,Car
231.21,315,Car
338.04,315,Car
212.41,315,Car
419.99,420,Truck
260.42,420,Truck
335.77,416,Both
263.31,416,Both
306.41142,520,Truck
508.6615248,520,Truck
366.48,340,Car
239.05,340,Car
360.28,340,Car
238.91,340,Car
327.68,340,Car
206.17,340,Car
321.26,340,Car
205.08,340,Car
418.49,340,Truck
280.74,340,Truck
408.31,340,Truck
276.98,340,Truck
275.7519138,400,Truck
436.859293,400,Truck
423.3,400,Truck
273.5238934,400,Truck
396.34,310,Car
228.14,310,Car
379.09,310,Car
227.56,310,Car
405.76,310,Car
237.46,310,Car
382.03,310,Car
235.79,310,Car
416.79,420,Car
238.17,420,Car
394.88,420,Car
238.88,420,Car
426.68,420,Car
241.66,420,Car
400.73,420,Car
239.2,420,Car
472.3,440,Car
264.49,440,Car
448.14,440,Car
264,440,Car
307.4393684,416,Car
216.2393528,416,Car
483.26,520,Car
265.88,520,Car
444.94,520,Car
262.02,520,Car
487.13,520,Car
267.34,520,Car
451.13,520,Car
267.42,520,Car
472.84,262,Car
443.291,262,Car
185.650351,262,Car
331.7543051,262,Car
239.8490473,262,Car
418.9087158,262,Car
388.5249301,262,Car
469.58,563,Car
632.66,563,Car
668.11,563,Car
580.73,563,Car
333.26,563,Car
348.29,453,Car
640.76,453,Car
538.77,453,Car
723.7,453,Car
629.51,453,Car
639.4,453,Car
352.1,453,Car
577.03,624,Car
321.96,624,Car
532.7471,565,Car
294.82,565,Car
630,565,Car
300.1,565,Car
603,565,Car
580,565,Car
299.31,565,Car
561.7736,565,Car
306.3778,565,Car
281,200,Car
187,200,Car
281,200,Car
185,200,Car
324,200,Car
212,200,Car
323.632344,200,Car
207.2262794,200,Car
231.34772,250,Both
301.1377168,250,Both
201.24268,170,Both
284.85855,170,Both
318.39521,170,Both
221.35827,170,Both
242.682069,148,Both
167.637145,148,Both
277.69205,148,Both
182.510202,148,Both
277.422815,148,Both
182.802824,148,Both
252.489991,148,Both
173.127756,148,Both
287.7495789,148,Both
189.2015424,148,Both
249.530565,148,Both
172.245183,148,Both
246.94113,148,Both
170.505461,148,Both
246.266472,148,Both
169.852526,148,Both
280.105894,148,Both
186.737682,148,Both
278.434205,148,Both
184.991567,148,Both
264.269239,175,Both
175.457088,175,Both
265.444926,175,Both
173.2208052,175,Both
262.546327,175,Both
175.67274,175,Both
261.601513,175,Both
173.462484,175,Both
354.897182,256,Both
219.579882,256,Both
275.680845,175,Both
191.582679,175,Both
274.336581,175,Both
189.87732,175,Both
274.719171,175,Both
190.680699,175,Both
272.969983,175,Both
191.49089,175,Both
358.702161,256,Both
232.512157,256,Both
358.702716,256,Both
232.164174,256,Both
438.489198,268,Both
296.332198,268,Both
305.2799194,268,Both
212.9527037,268,Both
330.17471,268,Both
223.340966,268,Both
416.377238,305,Both
274.557855,305,Both
264.927722,148,Both
186.535381,148,Both
207.515288,148,Both
304.2602215,148,Both
229.15252,148,Both
183.815048,148,Both
222.87979670000001,154,Car
207.6336408,154,Car
163.9900708,154,Car
161.06988809999999,154,Car
249.8110679,154,Car
204.0613311,154,Car
233.999381,154,Car
163.0416422,154,Car
229.9453526,154,Car
153.7546886,154,Car
207.0008178,154,Car
218.5061744,154,Car
159.5902289,154,Car
233.9752834,154,Car
161.6669428,154,Car
337.2546768,268,Car
205.2658403,268,Car
335.6663014,268,Car
200.5143063,268,Car
199.680422,268,Car
333.8826326,268,Car
333.8666163,268,Car
199.8027067,268,Car
450.3556386,306,Car
357.6975722,306,Car
341.6380123,306,Car
441.8031814,306,Car
369.1685158,306,Car
227.3875218,306,Car
360.5466625,306,Car
337.3551852,306,Car
446.6633264,306,Car
226.7580584,306,Car
444.3834207,306,Car
357.5893276,306,Car
334.918967,306,Car
227.3380305,306,Car
244.155431,306,Car
362.118264,306,Car
376.883887,306,Car
365.0995443,306,Car
243.9634281,306,Car
375.1122492,306,Car
361.3909655,306,Car
244.7974278,306,Car
377.3128842,306,Car
454.5140022,306,Car
449.577224,306,Car
453.6662666,306,Car
446.5117993,306,Car
455.8083183,306,Car
451.8759975,306,Car
300.30772,286,Car
293.76457,286,Car
271.9626487,286,Car
199.5633167,286,Car
221.4555253,286,Car
269.6515343,286,Car
295.3992463,286,Car
292.2064701,286,Car
218.219106,286,Car
198.2589483,286,Car
279.9434888,286,Car
318.0338112,286,Car
297.4143893,286,Car
231.3758624,286,Car
203.39544,286,Car
315.1462204,301,Truck
470.5790611,301,Truck
209.2162214,204,Car
328.1403183,204,Car
330.1986264,204,Car
210.3634409,204,Car
205.1378337,204,Car
328.3615522,204,Car
232.141214,204,Car
349.5070434,204,Car
348.4347436,204,Car
232.0977479,204,Car
347.7014157,204,Car
350.2096168,204,Car
231.5588206,204,Car
327.5932197,204,Car
205.7987209,204,Car
457.4575183,306,Car
381.0934176,306,Car
381.0233325,306,Car
257.5865546,306,Car
464.3283502,306,Car
382.8041722,306,Car
254.6485244,306,Car
373.6050199,306,Car
379.6131476,306,Car
254.4467122,306,Car
373.2932194,306,Car
367.6041009,306,Car
247.0556177,306,Car
373.1968112,306,Car
368.3862307,306,Car
245.2055908,306,Car
371.7630912,306,Car
248.1834234,306,Car
369.3355336,306,Car
369.8454643,306,Car
235.1906137,306,Car
364.4222017,306,Car
234.2250862,306,Car
363.698665,306,Car
474.7375918,389,Car
474.7375918,389,Car
403.2814354,389,Car
403.2814354,389,Car
404.6156553,389,Car
404.6156553,389,Car
421.8792065,389,Car
421.8792065,389,Car
444.8623519,389,Car
444.8623519,389,Car
365.419759,383,Truck
569.1408499,383,Truck
591.792142,383,Truck
380.5613673,383,Truck
585.6735009,383,Truck
376.1819116,383,Truck
312.0911244,235,Truck
223.5632005,235,Truck
308.8945975,235,Truck
223.1791291,235,Truck
222.9851642,235,Truck
311.6661502,235,Truck
305.297214,235,Truck
216.5207023,235,Truck
305.6472217,235,Truck
219.6258546,235,Truck
219.5583503,235,Truck
309.6851886,235,Truck
225.4821693,235,Truck
314.6308531,235,Truck
315.4034913,235,Truck
225.955555,235,Truck
225.0659159,235,Truck
314.2814743,235,Truck
307.5248045,235,Truck
219.9037926,235,Truck
305.685047,235,Truck
218.8985734,235,Truck
217.1965938,235,Truck
307.7343384,235,Truck
248.203026,235,Truck
327.7916749,235,Truck
319.6166816,235,Truck
231.3132781,235,Truck
230.4571731,235,Truck
315.371684,235,Truck
242.5049756,235,Truck
320.8204425,235,Truck
315.7478533,235,Truck
232.1836458,235,Truck
316.200491,235,Truck
231.5337491,235,Truck
208.7136152,112,Truck
194.3704846,112,Truck
207.4558234,112,Truck
194.8886372,112,Truck
192.1302555,112,Truck
203.9969979,112,Truck
200.6978762,112,Truck
186.2487629,112,Truck
209.5908616,112,Truck
200.0404653,112,Truck
200.3295277,112,Truck
215.6322404,112,Truck
209.4102514,112,Truck
203.0984779,112,Truck
196.527687,112,Truck
210.1926328,112,Truck
204.8862389,112,Truck
200.6846045,112,Truck
207.5409845,112,Truck
199.6145945,112,Truck
207.371443,112,Truck
195.6481706,112,Truck
202.2642237,112,Truck
425.9731312,467,Car
254.0324619,467,Car
370.5714577,467,Car
504.2435756,467,Car
515.8309228,467,Car
388.3262057,270,Truck
255.1497705,270,Truck
254.6989014,270,Truck
385.547168,270,Truck
262.5109038,270,Truck
392.003409,270,Truck
266.0268553,270,Truck
406.7382545,270,Truck
384.0578935,270,Truck
247.2431216,270,Truck
215.3292345,245,Truck
228.5139217,245,Truck
212.3015037,245,Truck
224.3584132,245,Truck
217.1822011,245,Truck
228.1586499,245,Truck
240.640399,245,Truck
228.9290923,245,Truck
218.7850873,245,Truck
228.1134174,245,Truck
221.2216137,245,Truck
228.0741092,245,Truck
229.2161468,94,Car
238.6598324,94,Car
250.4392063,94,Car
182.1033485,94,Car
148.9271432,94,Car
199.7433482,179,Car
298.0790531,179,Car
301.0342168,179,Car
201.51584,179,Car
305.0087983,179,Car
207.9455038,179,Car
203.6412523,179,Car
297.6336629,179,Car
419.5139867,270,Truck
287.6307144,270,Truck
284.1626387,270,Truck
410.3566328,270,Truck
298.4722884,270,Truck
301.1149173,270,Truck
427.9323209,270,Truck
297.6840424,270,Truck
423.9784539,270,Truck
276.8714861,178,Car
177.1747948,178,Car
326.8024888,268,Car
204.7727128,268,Car
156.5325481,154,Car
150.1595141,154,Car
152.4829095,154,Car
157.5352583,154,Car
157.2902683,154,Car
160.9587876,154,Car
163.1150243,154,Car
163.5234072,154,Car
160.5298184,154,Car
161.7857551,154,Car
157.5538163,154,Car
153.2413782,154,Car
250.3427994,132,Car
170.5522079,132,Car
246.194405,132,Car
170.949445,132,Car
235.2674765,132,Car
161.0592201,132,Car
169.7427528,132,Car
237.08629,132,Car
160.9283447,132,Car
228.4529608,132,Car
165.4548297,132,Car
237.5176731,132,Car
219.3207439,140,Car
156.0738786,140,Car
225.6806788,140,Car
151.049699,140,Car
221.2463147,140,Car
148.5198941,140,Car
224.4844734,140,Car
159.1790739,140,Car
157.3190604,140,Car
388.8461536,185,Truck
228.0797699,185,Truck
343.5914663,185,Truck
252.4895231,270,Truck
375.0060008,270,Truck
391.9383457,270,Truck
265.1114073,270,Truck
301.1286992,245,Truck
228.6757095,245,Truck
330.4280528,245,Truck
374.830263,245,Truck
228.9244194,245,Truck
341.6673586,245,Truck
297.6799338,245,Truck
341.6118825,245,Truck
276.4122688,245,Truck
227.360127,245,Truck
229.5593779,245,Truck
342.3769376,245,Truck
286.129681,245,Truck
336.7678694,245,Truck
229.4927334,245,Truck
229.5785282,245,Truck
290.0017833,245,Truck
225.7091997,245,Truck
336.2449833,245,Truck
342.2531992,245,Truck
231.0424187,245,Truck
226.4794635,245,Truck
318.1827732,245,Truck
334.7556791,245,Truck
288.6479894,245,Truck
226.9724329,245,Truck
362.4384054,381,Truck
551.6343522,381,Truck
546.0003696,381,Truck
358.7476822,381,Truck
130.8100637,98,Car
128.6861186,98,Car
130.0496473,98,Car
134.0886982,98,Car
130.1227932,98,Car
133.1376316,98,Car
122.8989144,98,Car
125.7411575,98,Car
121.8403342,98,Car
126.8913116,98,Car
121.938424,98,Car
127.1332557,98,Car
180.1866934,82,Car
161.5399364,82,Car
216.8729752,82,Car
140.4235207,82,Car
135.2641642,82,Car
161.178781,82,Car
183.5887652,82,Car
195.5228137,82,Car
132.9247938,82,Car
124.2234292,82,Car
176.3921595,82,Car
151.9797156,82,Car
209.3795917,82,Car
128.8904908,82,Car
130.6068412,82,Car
173.5790302,82,Car
148.8848493,82,Car
186.3185698,82,Car
123.567393,82,Car
117.8270844,82,Car
180.7904938,98,Car
124.5113745,98,Car
192.4553382,98,Car
128.1080271,98,Car
185.3097503,98,Car
178.3447553,98,Car
167.0471307,98,Car
166.81201,98,Car
130.8641573,98,Car
126.4968349,98,Car
187.4788977,98,Car
187.0234522,98,Car
167.2872239,98,Car
121.7013991,98,Car
128.2509624,98,Car
148.3199728,98,Car
157.9166662,98,Car
158.466464,98,Car
149.1677595,98,Car
148.9344939,98,Car
158.8428401,98,Car
143.9604026,98,Car
151.3337471,98,Car
156.2051586,98,Car
152.3818514,98,Car
146.7277363,98,Car
151.5842487,98,Car
146.4749212,98,Car
293.4932214,176,Truck
202.6738213,176,Truck
218.0924634,176,Truck
309.1145429,176,Truck
214.4620557,176,Truck
308.8751898,176,Truck
315.5786047,176,Truck
220.9918903,176,Truck
550.6731501,381,Truck
360.2279643,381,Truck
374.2080431,381,Truck
563.9616548,381,Truck
372.9322762,381,Truck
570.9815495,381,Truck
566.5345276,381,Truck
369.9306934,381,Truck
545.7767355,381,Truck
353.5823587,381,Truck
560.5876212,381,Truck
367.3482955,381,Truck
535.2212691,381,Truck
347.0574228,381,Truck
255.0882384,266,Truck
390.839085,266,Truck
256.8443572,266,Truck
386.4440785,266,Truck
273.4205755,266,Truck
430.2261923,266,Truck
428.3006323,236,Truck
309.4190335,236,Truck
418.1035893,236,Truck
298.0902581,236,Truck
410.2459266,236,Truck
296.144416,236,Truck
435.5640136,236,Truck
305.9304139,236,Truck
247.9721758,159,Truck
365.1587192,159,Truck
393.1034376,159,Truck
378.9298571,159,Truck
240.9574472,159,Truck
333.8859737,159,Truck
309.4667811,236,Truck
446.8040592,236,Truck
341.7516556,236,Truck
464.3173754,236,Truck
324.8807891,236,Truck
451.8744676,236,Truck
283.0500631,159,Truck
392.2540822,159,Truck
448.3155279,159,Truck
286.288428,159,Truck
447.9154548,159,Truck
380.9535338,159,Truck
524.5673731,381,Truck
350.0282956,381,Truck
336.2534306,310,Truck
482.800185,310,Truck
335.6415779,310,Truck
480.8360319,310,Truck
560.4281712,381,Truck
385.1262576,381,Truck
384.8121182,381,Truck
556.5503131,381,Truck
404.3867603,381,Truck
538.6599919,381,Truck
376.3958523,381,Truck
353.6164171,310,Truck
511.0525462,310,Truck
346.3087181,310,Truck
510.8076097,310,Truck
558.6622895,381,Truck
548.7518885,381,Truck
364.1309207,381,Truck
546.0561102,381,Truck
354.0586481,381,Truck
522.8810617,381,Truck
361.9833432,381,Truck
532.6889327,381,Truck
349.1894346,381,Truck
512.903377,381,Truck
541.0865118,381,Truck
374.2102674,268,Truck
244.0512138,268,Truck
346.2512591,181,Truck
222.5458783,181,Truck
375.018269,181,Truck
252.2302394,268,Truck
384.3661546,268,Truck
370.9030359,181,Truck
220.9986816,181,Truck
339.8341974,181,Truck
175.8659619,106,Car
175.0186133,106,Car
223.6061942,106,Car
222.2331111,106,Car
169.0826248,106,Car
166.0793413,106,Car
221.1217613,106,Car
363,208,Car
219,208,Car
415,208,Car
305.9465162,208,Car
314.2450592,208,Car
306,208,Car
209,208,Car
321,208,Car
380,208,Car
335,208,Car
304,210,Car
202,210,Car
295,210,Car
389,210,Car
345,210,Car
208,208,Car
305,208,Car
390,208,Car
368,208,Car
323,208,Car
319,208,Car
306,208,Car
393,208,Car
341,208,Car
200,208,Car
209,208,Car
356,208,Car
365,208,Car
324,208,Car
308,208,Car
204,208,Car
306,208,Car
412,208,Car
359,208,Car
320,208,Car
219,208,Car
327,208,Car
410,208,Car
314,208,Car
370,208,Car
308,208,Car
216,208,Car
318,208,Car
343,208,Car
339,208,Car
396,210,Car
200,210,Car
299,210,Car
347,210,Car
300,210,Car
291,170,Car
191,170,Car
290,170,Car
192,170,Car
307,200,Car
391,200,Car
367,200,Car
328,200,Car
210,200,Car
314,200,Car
432,200,Car
358,200,Car
321,200,Car
213,200,Car
359,210,Car
293,210,Car
382,210,Car
315,210,Car
197,210,Car
353,210,Car
317,210,Car
287,210,Car
412,210,Car
199,210,Car
277,170,Car
192,170,Car
286,170,Car
195,170,Car
283,115,Car
296,115,Car
333,115,Car
155,150,Car
205,150,Car
136.3984078,150,Car
386,280,Car
429,280,Car
372,280,Car
238,280,Car
341,280,Car
304,200,Car
382,200,Car
376,200,Car
326,200,Car
204,200,Car
344,200,Car
307,200,Car
410,200,Car
375,200,Car
198,200,Car
291,170,Car
193,170,Car
280,170,Car
191,170,Car
348,200,Both
298,200,Both
428,200,Both
421,200,Both
206,200,Both
356,200,Both
261,200,Both
337,200,Both
238,200,Both
237,200,Both
335,200,Both
348,200,Both
258,200,Both
416,280,Truck
281,280,Truck
266.6770044,333,Truck
354.2776278,333,Truck
336,170,Car
354,170,Car
280,170,Car
289,170,Car
188,170,Car
352,170,Car
334,170,Car
300.0390675,170,Car
191.2708901,170,Car
309.3649189,170,Car
355,220,Car
306,220,Car
350,220,Car
305,220,Car
200,220,Car
344,220,Car
295,220,Car
342,220,Car
294,220,Car
198,220,Car
327,220,Both
210,220,Both
315,220,Both
200,220,Both
335,220,Both
216,220,Both
324,220,Both
205,220,Both
331,220,Both
226,220,Both
320,220,Both
214,220,Both
430,333,Car
445,333,Car
361,333,Car
443,333,Car
348,333,Car
391.6758626,333,Car
225.1236713,333,Car
359.3671679,333,Car
342,435,Car
441,435,Car
353,435,Car
467,435,Car
408,435,Car
384,435,Car
226,435,Car
330,435,Car
432,435,Car
466,435,Car
329,435,Car
224,435,Car
384,435,Car
398,435,Car
446,500,Car
531,500,Car
629,500,Car
515,500,Car
310,500,Car
448,200,Car
394,200,Car
357,200,Car
230,200,Car
343,200,Car
222.82523,200,Car
356.7220364,200,Car
357.5963115,200,Car
349,292,Car
358,292,Car
214,292,Car
308,292,Car
311,292,Car
314,292,Car
217,292,Car
311,292,Car
340,292,Car
363,292,Car
462,520,Car
368,520,Car
518,520,Car
243,520,Car
444,520,Car
415,354,Both
496,354,Both
460,354,Both
427,354,Both
269,354,Both
542,572,Car
435,572,Car
567,572,Car
651,572,Car
276,572,Car
346,610,Car
445,610,Car
524,610,Car
541,610,Car
596,610,Car
261,150,Car
261,150,Car
261,150,Car
163,150,Car
163,150,Car
163,150,Car
263,150,Car
263,150,Car
263,150,Car
178,150,Car
178,150,Car
178,150,Car
254,150,Car
254,150,Car
254,150,Car
176,150,Car
176,150,Car
176,150,Car
174.5461889,170,Car
273.7590824,170,Car
270,170,Car
179,170,Car
272,170,Car
169,170,Car
279,170,Car
175,170,Car
253,150,Car
253,150,Car
253,150,Car
155,150,Car
155,150,Car
155,150,Car
157.7111778,150,Car
157.7111778,150,Car
157.7111778,150,Car
254.8572328,150,Car
254.8572328,150,Car
254.8572328,150,Car
253,150,Car
253,150,Car
253,150,Car
164,150,Car
164,150,Car
164,150,Car
245,150,Car
245,150,Car
245,150,Car
166,150,Car
166,150,Car
166,150,Car
245.8971809,150,Car
245.8971809,150,Car
245.8971809,150,Car
158.6655749,150,Car
158.6655749,150,Car
158.6655749,150,Car
256,150,Car
256,150,Car
256,150,Car
180,150,Car
180,150,Car
180,150,Car
253,150,Car
253,150,Car
253,150,Car
176,150,Car
176,150,Car
176,150,Car
248,150,Car
248,150,Car
248,150,Car
170,150,Car
170,150,Car
170,150,Car
290,211,Car
339,211,Car
340,211,Car
288,211,Car
195,211,Car
272,211,Car
327,211,Car
333,211,Car
294,211,Car
191,211,Car
262.9618206,150,Car
262.9618206,150,Car
262.9618206,150,Car
169.9657585,150,Car
169.9657585,150,Car
169.9657585,150,Car
302,115,Car
179,115,Car
187.8682592,115,Car
310.4564248,115,Car
269,170,Car
168,170,Car
272,170,Car
168,170,Car
274,170,Car
169,170,Car
270,170,Car
168,170,Car
284,170,Car
176,170,Car
286,170,Car
178,170,Car
283,170,Car
176,170,Car
283,170,Car
174,170,Car
251,150,Car
251,150,Car
251,150,Car
164,150,Car
164,150,Car
164,150,Car
166,240,Car
265,240,Car
290.1486048,240,Car
176.2757206,240,Car
373,300,Both
233,300,Both
338,300,Both
434,300,Both
424,300,Both
295,302,Car
182,302,Car
294,302,Car
181,302,Car
406,250,Both
341,250,Both
424,250,Both
348,250,Both
227,250,Both
379,345,Both
348,345,Both
237,345,Both
451,345,Both
455,345,Both
380,240,Both
380,240,Both
473,240,Both
473,240,Both
454,240,Both
454,240,Both
390,240,Both
390,240,Both
251,240,Both
251,240,Both
401,230,Both
373,230,Both
467,230,Both
441,230,Both
257,230,Both
440,250,Both
441,250,Both
388.6254796,250,Both
248.0820334,250,Both
380.1797662,250,Both
290,240,Car
204,240,Car
405,300,Both
270,300,Both
398,300,Both
466,300,Both
472,300,Both
321,302,Car
208,302,Car
320,302,Car
209,302,Car
380,240,Both
380,240,Both
358,240,Both
358,240,Both
490,240,Both
490,240,Both
466,240,Both
466,240,Both
247,240,Both
247,240,Both
389,230,Both
253,230,Both
368,230,Both
465,230,Both
445,230,Both
371,300,Both
466,300,Both
468,300,Both
248,300,Both
385,300,Both
